source_file,canonical_url,title,primary_content_mode,intended_audience,intended_user_outcome,primary_topic,secondary_topic,business_relevance_0_5,search_relevance_0_5,originality_or_first_hand_value_0_5,evidence_requirement_0_5,existing_evidence_quality_0_5,present_internal_link_support,present_external_link_support,impressions,clicks,average_position,click_through_rate,indexed_status,recommended_treatment,classification_confidence,mode_signals,field_provenance,search_metrics_status,query_language,query_language_status,seo_title,markdown_h1,rendered_h1_status,opening_paragraph,headings,internal_anchor_text,search_snippet,search_snippet_status,title_body_token_overlap_0_1,title_delivery_correspondence_status
src/lib/posts/the-cup-that-refused-to-become-content.md,https://www.suvroghosh.in/blog/personal-essay/the-cup-that-refused-to-become-content,The Cup That Refused to Become Content,personal essay,"direct, subscriber, social, and recommendation-driven readers",share in a first-person experience or reflection,Personal Essay,Packaged,1,1,5,1,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE AS PERSONAL ESSAY; no search-demand defect inferred; assess through direct, subscriber, recommendation, and social readership",HIGH,"explicit personal-essay, personal, memoir, or life category",HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"AC — Air conditioner, the household machine that cools the room, increases the electricity bill, and occasionally sounds like a bronchial animal.",,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,0.750,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/the-cup-that-starts-the-sun.md,https://www.suvroghosh.in/blog/personal-essay/the-cup-that-starts-the-sun,The Cup That Starts the Sun,personal essay,"direct, subscriber, social, and recommendation-driven readers",share in a first-person experience or reflection,Personal Essay,Tea Dust,1,1,5,1,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE AS PERSONAL ESSAY; no search-demand defect inferred; assess through direct, subscriber, recommendation, and social readership",HIGH,"explicit personal-essay, personal, memoir, or life category",HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,The tea pan is sitting there like evidence.,,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,1.000,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/the-curriculum-vitae-of-a-vanishing-man.md,https://www.suvroghosh.in/blog/monologue/the-curriculum-vitae-of-a-vanishing-man,The Curriculum Vitae of a Vanishing Man,evergreen essay,"general readers interested in ideas, society, culture, or reflection",consider an enduring argument or perspective,Monologue,Sonnets,1,2,5,2,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE; no automatic merge, deletion, noindex, or rewrite is justified by repository-only evidence",MEDIUM,"essay, ideas, society, culture, or commentary category",HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"The emulsion has begun to weep, or perhaps that is merely the gelatin shedding its collagenous tears in sympathy with the viewer—this annaprashan photograph from the late seventies, that chemical marriage of silver halide and cellulose holding hostage a moment when a woman with spectacles thick as the portholes on a Soviet submarine gripped my ribcage with …",,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,0.250,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/the-desperation-premium.md,https://www.suvroghosh.in/blog/technology-and-society/the-desperation-premium,The Desperation Premium,search-oriented technical explainer,"technical practitioners, students, and technically curious readers",understand or apply a technical concept,Technology and Society,Desperation Premium,3,5,4,4,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,EDITORIAL REVIEW: map consequential claims to primary/institutional evidence and add a genuine review date; do not add decorative references,MEDIUM,technical category and vocabulary,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"Acronyms used: SEO [Search Engine Optimization, the craft of making online content easier to discover through search engines], FOMO [Fear Of Missing Out, the anxious feeling that others are gaining access while you are being left behind], FTC [Federal Trade Commission, the United States consumer protection agency that regulates unfair or deceptive trade pra…",,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,1.000,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/the-dhoti-the-toothache-and-the-great-bengali-flapping-problem.md,https://www.suvroghosh.in/blog/personal/the-dhoti-the-toothache-and-the-great-bengali-flapping-problem,"The Dhoti, the Toothache, and the Great Bengali Flapping Problem",personal essay,"direct, subscriber, social, and recommendation-driven readers",share in a first-person experience or reflection,Personal,Dhoti,1,1,5,1,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE AS PERSONAL ESSAY; no search-demand defect inferred; assess through direct, subscriber, recommendation, and social readership",HIGH,"explicit personal-essay, personal, memoir, or life category",HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"A toothache is not pain. Pain is too polite a word, like saying the monsoon is a little damp or the local political party is mildly fond of wall-writing. A toothache is a tiny municipal demolition crew inside the jaw, arriving without notice, chewing paan, refusing tea, and beginning excavation at 11:47 at night when every dentist in the city has sensibly g…",,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,0.500,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/the-digital-charnel-house.md,https://www.suvroghosh.in/blog/personal-essay/the-digital-charnel-house,The Digital Charnel House,personal essay,"direct, subscriber, social, and recommendation-driven readers",share in a first-person experience or reflection,Personal Essay,Mill Grinds,1,1,5,1,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE AS PERSONAL ESSAY; no search-demand defect inferred; assess through direct, subscriber, recommendation, and social readership",HIGH,"explicit personal-essay, personal, memoir, or life category",HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"I woke up this morning, or rather I did not wake up so much as I was disgorged from the sticky, viscous membrane of sleep into a reality that already felt like a poorly rendered simulation, and the first thing I saw, the very first thing my rheumy, fifty-one-year-old, single, cancelled, bruised, burnt, brittle, bitter Bengali eyes encountered was not the so…",,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,1.000,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/the-dopamine-economy.md,https://www.suvroghosh.in/blog/mental-health/the-dopamine-economy,The Dopamine Economy,personal essay,"direct, subscriber, social, and recommendation-driven readers",share in a first-person experience or reflection,Mental Health,Dopamine,2,1,5,1,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE AS PERSONAL ESSAY; no search-demand defect inferred; assess through direct, subscriber, recommendation, and social readership",MEDIUM,personal metadata plus strong first-person healthcare context,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"Acronyms and terms used in this post: VTA means Ventral Tegmental Area, a small brain region involved in reward, motivation, and movement. NAc means Nucleus Accumbens, a reward-related brain region often discussed when people talk about wanting, craving, and motivation. PFC means Prefrontal Cortex, the front part of the brain involved in planning, judgment,…",,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,1.000,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/the-dry-drowning.md,https://www.suvroghosh.in/blog/short-fiction/the-dry-drowning,The Dry Drowning,fiction,"fiction readers reached through direct, subscriber, social, and recommendation channels",experience an original story,Short Fiction,Jaladhar Heights,0,0,5,0,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE AS FICTION; no search-demand defect inferred; assess through direct, subscriber, recommendation, and social readership",HIGH,explicit fiction category or tag,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,THIS IS A WORK OF FICTION,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"The first body was found in Tower B, flat 19C, sitting upright in an Italian massage chair with his newspaper folded neatly on his lap and his lungs full of water.",THIS IS A WORK OF FICTION,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,1.000,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/the-dwellers.md,https://www.suvroghosh.in/blog/short-fiction/the-dwellers,The Dwellers,fiction,"fiction readers reached through direct, subscriber, social, and recommendation channels",experience an original story,Short Fiction,Loudon Street,0,0,5,0,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE AS FICTION; no search-demand defect inferred; assess through direct, subscriber, recommendation, and social readership",HIGH,explicit fiction category or tag,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,THIS IS A WORK OF FICTION,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"The boy's mother opened the door with her elbow, gripping two glasses of lime soda, so Keya had to step back onto the landing's cracked mosaic. ""Come in, Mitra-di,"" the woman said, but her eyes had already settled on Keya's left cheek, where the rosacea bloomed like a damp red map of some country nobody wished to visit.",THIS IS A WORK OF FICTION,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,0.000,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/the-elon-trillionaire-gap.md,https://www.suvroghosh.in/blog/personal-essay/the-elon-trillionaire-gap,The Trillionaire Gap: A Bipolar Ramble from South Calcutta,personal essay,"direct, subscriber, social, and recommendation-driven readers",share in a first-person experience or reflection,Personal Essay,Elon Musk,1,1,5,1,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE AS PERSONAL ESSAY; no search-demand defect inferred; assess through direct, subscriber, recommendation, and social readership",HIGH,"explicit personal-essay, personal, memoir, or life category",HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"The ceiling fan in this South Calcutta flat—this glorified concrete coffin with its peeling distemper and the perpetual olfactory assault of fried hilsa from the neighbor's kitchen—makes a sound like a dying man's last rattle, and I am staring at my phone, which tells me, with the cheerful indifference of a digital harbinger, that Elon Musk, that South Afri…",,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,0.667,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/the-empty-room-inside-loneliness.md,https://www.suvroghosh.in/blog/personal/the-empty-room-inside-loneliness,The Empty Room Inside Loneliness,personal essay,"direct, subscriber, social, and recommendation-driven readers",share in a first-person experience or reflection,Personal,Empty Room,1,1,5,1,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE AS PERSONAL ESSAY; no search-demand defect inferred; assess through direct, subscriber, recommendation, and social readership",HIGH,"explicit personal-essay, personal, memoir, or life category",HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"Loneliness is not an empty chair beside you. That is the tourist version. The postcard version. The one people understand quickly, nodding with the grave sympathy of someone who has located your suffering, put it in a box, labeled it, and gone home for lunch.",,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,1.000,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/the-erasure-is-a-palimpsest.md,https://www.suvroghosh.in/blog/mental-health/the-erasure-is-a-palimpsest,The Erasure Is a Palimpsest,personal essay,"direct, subscriber, social, and recommendation-driven readers",share in a first-person experience or reflection,Mental Health,White Noise,2,1,5,1,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE AS PERSONAL ESSAY; no search-demand defect inferred; assess through direct, subscriber, recommendation, and social readership",MEDIUM,personal metadata plus strong first-person healthcare context,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"I woke with a desiccated rind of pharmaceutical paste and my own masticated buccal tissue adhering to the molars, a pinkish, alkaline slurry that tasted of copper, betrayal, and the specific, sulfurous flavor of Sunday afternoons that have been deleted from the hippocampus by the diligent janitorial staff of lithium carbonate and valproic acid, those twin a…",,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,1.000,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/the-error-bar-around-a-man.md,https://www.suvroghosh.in/blog/personal-essay/the-error-bar-around-a-man,The Error Bar Around a Man,personal essay,"direct, subscriber, social, and recommendation-driven readers",share in a first-person experience or reflection,Personal Essay,Error Bar,1,1,5,1,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE AS PERSONAL ESSAY; no search-demand defect inferred; assess through direct, subscriber, recommendation, and social readership",HIGH,"explicit personal-essay, personal, memoir, or life category",HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"Acronyms used: CT means computed tomography, a medical scan that builds cross-sectional pictures of the body. ECG means electrocardiogram, a recording of the heart’s electrical activity. SAS means Statistical Analysis System, software once widely used for statistical programming and clinical research data analysis. CESC means Calcutta Electric Supply Corpor…",,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,1.000,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/the-examination-that-predicts-when-you-die.md,https://www.suvroghosh.in/blog/short-fiction/the-examination-that-predicts-when-you-die,The Examination That Predicts When You Die,fiction,"fiction readers reached through direct, subscriber, social, and recommendation channels",experience an original story,Short Fiction,Singara Seller,0,0,5,0,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE AS FICTION; no search-demand defect inferred; assess through direct, subscriber, recommendation, and social readership",HIGH,explicit fiction category or tag,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,THIS IS A WORK OF FICTION,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"The question paper on every desk was blank except for the first line, which read: Which friend will leave you during the fire?",THIS IS A WORK OF FICTION,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,0.667,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/the-eye-eater-of-hazra.md,https://www.suvroghosh.in/blog/short-fiction/the-eye-eater-of-hazra,The Eye-Eater of Hazra,fiction,"fiction readers reached through direct, subscriber, social, and recommendation channels",experience an original story,Short Fiction,Tuition Teacher,0,0,5,0,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE AS FICTION; no search-demand defect inferred; assess through direct, subscriber, recommendation, and social readership",HIGH,explicit fiction category or tag,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,THIS IS A WORK OF FICTION,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"By the time the twelfth woman was found in the locked storeroom behind the Hazra stationery shop, people in south Calcutta had stopped looking directly at one another.",THIS IS A WORK OF FICTION,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,1.000,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/the-fat-animal-in-the-mirror.md,https://www.suvroghosh.in/blog/essay/the-fat-animal-in-the-mirror,The Fat Animal in the Mirror,evergreen essay,"general readers interested in ideas, society, culture, or reflection",consider an enduring argument or perspective,Essay,Tiger,1,2,5,2,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE; no automatic merge, deletion, noindex, or rewrite is justified by repository-only evidence",MEDIUM,"essay, ideas, society, culture, or commentary category",HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"Calcutta borrows the Royal Bengal tiger the way a slightly broke uncle borrows a silk panjabi for a wedding: proudly, loudly, and with no plan to return it in good condition.",,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,1.000,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/the-filth-that-learned-to-stand.md,https://www.suvroghosh.in/blog/short-fiction/the-filth-that-learned-to-stand,The Filth That Learned to Stand,fiction,"fiction readers reached through direct, subscriber, social, and recommendation channels",experience an original story,Short Fiction,Cleaner Version Meant,0,0,5,0,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE AS FICTION; no search-demand defect inferred; assess through direct, subscriber, recommendation, and social readership",HIGH,explicit fiction category or tag,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,THIS IS A WORK OF FICTION,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"By seven in the morning, the garbage at Lake Market had begun to breathe.",THIS IS A WORK OF FICTION,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,0.333,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/the-fish-of-babughat.md,https://www.suvroghosh.in/blog/short-fiction/the-fish-of-babughat,The Fish of Babughat,fiction,"fiction readers reached through direct, subscriber, social, and recommendation channels",experience an original story,Short Fiction,Thorn Bush,0,0,5,0,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE AS FICTION; no search-demand defect inferred; assess through direct, subscriber, recommendation, and social readership",HIGH,explicit fiction category or tag,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,THIS IS A WORK OF FICTION,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"The bicycle was chained to the tram railing, the towel was folded on the seat, and the clay cup sat empty on the wall, but Kaku had not come up from the river.",THIS IS A WORK OF FICTION,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,1.000,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/the-flatulent-exhalation-of-being.md,https://www.suvroghosh.in/blog/essay/the-flatulent-exhalation-of-being,Notes from a Terminally Insignificant Data Center,evergreen essay,"general readers interested in ideas, society, culture, or reflection",consider an enduring argument or perspective,Essay,Algorithm,1,2,5,2,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE; no automatic merge, deletion, noindex, or rewrite is justified by repository-only evidence",MEDIUM,"essay, ideas, society, culture, or commentary category",HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"There I am, or rather, there he is, that pustulant little narcissus squinting back at me from the sulfurous yellow of a Kodak print circa 1998, his jawline sharp enough to slice a mango, his hair a black monsoon that has since receded like the Hooghly under a famine sun, and I want to reach into the album, through the laminate, and strangle him with his own…",,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,0.800,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/the-former-bright-boy-problem.md,https://www.suvroghosh.in/blog/personal-essay/the-former-bright-boy-problem,The Former Bright Boy Problem,personal essay,"direct, subscriber, social, and recommendation-driven readers",share in a first-person experience or reflection,Personal Essay,Former Bright Boy,1,1,5,1,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE AS PERSONAL ESSAY; no search-demand defect inferred; assess through direct, subscriber, recommendation, and social readership",HIGH,"explicit personal-essay, personal, memoir, or life category",HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"Acronyms used in this post: WWA — WWA Cossipore English School, the school where the former bright boy mythology began. VA — Veterans Affairs, the American federal healthcare system for military veterans. IT — Information Technology, the trade in which human confusion is converted into screens, tickets, databases, and sometimes a salary. ---",,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,1.000,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/the-fourth-standard-saint.md,https://www.suvroghosh.in/blog/short-fiction/the-fourth-standard-saint,The Fourth-Standard Saint,fiction,"fiction readers reached through direct, subscriber, social, and recommendation channels",experience an original story,Short Fiction,Tapan Baba,0,0,5,0,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE AS FICTION; no search-demand defect inferred; assess through direct, subscriber, recommendation, and social readership",HIGH,explicit fiction category or tag,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,THIS IS A WORK OF FICTION,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"By six in the evening the rainwater in Kalighat had turned the lanes into a democratic soup of gods, drain water, phuchka masala, petrol, wilted marigolds, and human ambition.",THIS IS A WORK OF FICTION,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,0.667,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
